GEOID;Population;Year
0802201001;1535;2015
0802201002;1295;2015
0802201003;912;2015
0802201004;2082;2015
0802201005;1839;2015
0802201006;871;2015
0802202001;1084;2015
0802202002;881;2015
0802202003;1510;2015
0802202004;1786;2015
0802202005;1140;2015
0802203001;534;2015
0802204001;769;2015
0802301001;1866;2015
0802301002;1989;2015
0802301003;2128;2015
0802301004;1960;2015
0802301005;915;2015
0802401001;503;2015
0802501001;2032;2015
0802601001;254;2015
0802701001;967;2015
0802801001;1348;2015
0802901001;2378;2015
0802901002;2144;2015
0803001001;3595;2015
0803001002;3655;2015
0803101001;699;2015
0803101002;2727;2015
0803201001;2717;2015
0803301001;1626;2015
0803301002;2567;2015
0803301003;920;2015
0803302001;2264;2015
0803303001;1828;2015
0803303002;936;2015
0803303003;2274;2015
0803303004;2607;2015
0803303005;2076;2015
0803401001;968;2015
0803501001;1808;2015
0803501002;1154;2015
0803501003;2473;2015
0803502001;995;2015
0803502002;2232;2015
0803503001;2593;2015
0803503002;2516;2015
0803503003;2038;2015
0803503004;2417;2015
0803601001;197;2015
0803701001;2427;2015
0803801001;2024;2015
0803901001;491;2015
0804001001;1960;2015
0804001002;1866;2015
0804001003;1309;2015
0804001004;2493;2015
0804001005;1316;2015
0804001006;1291;2015
0804001007;2652;2015
0804001008;1290;2015
0804101001;2222;2015
0804101002;2109;2015
0804101003;2377;2015
0804101004;1927;2015
0804101005;1598;2015
0804101006;1877;2015
0804101007;1771;2015
0804101008;2025;2015
0804201001;2897;2015
0804301001;2402;2015
0804301002;1973;2015
0804401001;2304;2015
0804402001;1287;2015
0804402002;1677;2015
0804501001;92;2015
0804601001;1420;2015
0804601002;1854;2015
0804601003;1562;2015
0804602001;2555;2015
0804602002;1934;2015
0804602003;1758;2015
0804602004;3178;2015
0804603001;3677;2015
0804701001;1120;2015
0804701002;1595;2015
0804701003;970;2015
0804702001;1213;2015
0804801001;792;2015
0804901001;1541;2015
0805001001;175;2015
0805101001;1108;2015
0805101002;1412;2015
0805101003;1783;2015
0805101004;2053;2015
0805101005;1635;2015
0805101006;1609;2015
0805101007;2368;2015
0805101008;2033;2015
0805101009;2328;2015
0805101010;1398;2015
0805101011;1072;2015
0805101012;1023;2015
0805101013;2070;2015
0805101014;1550;2015
0805201001;159;2015
0805301001;1844;2015
0805301002;1722;2015
0805401001;2645;2015
0805401002;1097;2015
0805401003;2075;2015
0805401004;2428;2015
0805401005;2320;2015
0805401006;1799;2015
0805501001;694;2015
0805601001;983;2015
0805601002;2128;2015
0805601003;3235;2015
0805601004;2446;2015
0805601005;1957;2015
0805601006;2945;2015
0805601007;3837;2015
0805602001;1798;2015
0805602002;1833;2015
0805602003;1863;2015
0805602004;2896;2015
0805602005;1848;2015
0805602006;1722;2015
0805603001;1162;2015
0805603002;2005;2015
0805603003;2849;2015
0805603004;2451;2015
0805603005;1183;2015
0805604001;3520;2015
0805604002;2448;2015
0805604003;2898;2015
0805604004;3372;2015
0805605001;3397;2015
0805605002;3428;2015
0805605003;3069;2015
0805605004;2618;2015
0805701001;73;2015
0805801001;2212;2015
0805901001;434;2015
0806001001;167;2015
0806101001;1996;2015
0806201001;1266;2015
0806301001;574;2015
0806401001;2368;2015
0806501001;1540;2015
0806601001;1771;2015
0806701001;1637;2015
0806701002;1379;2015
0806701003;1882;2015
0806701004;2474;2015
0806801001;2528;2015
0806801002;2045;2015
0806801003;1020;2015
0806801004;2415;2015
0806801005;843;2015
0806901001;2444;2015
0806901003;1945;2015
0807001001;343;2015
0807101001;307;2015
0807201001;1293;2015
0807201002;2600;2015
0807201003;1703;2015
0807201004;879;2015
0807201005;1063;2015
0807201006;1185;2015
0807201007;1052;2015
0807201008;1130;2015
0807201009;737;2015
0807201010;1450;2015
0807201011;1148;2015
0807301001;2383;2015
0807301002;1735;2015
0807301003;1543;2015
0807301004;2138;2015
0807301005;1254;2015
0807301006;834;2015
0807301007;1902;2015
0807301008;1929;2015
0807301009;1011;2015
0807301010;1329;2015
0807301011;1138;2015
0807301012;1086;2015
0807301013;1441;2015
0807301014;1358;2015
0807302001;3258;2015
0807302002;2547;2015
0807303001;1180;2015
0807303002;965;2015
0807303003;918;2015
0807303004;3996;2015
0807303005;1707;2015
0807303006;922;2015
0807303007;1378;2015
0807303008;1467;2015
0807303009;874;2015
0807304001;1291;2015
0807304002;688;2015
0807304003;1437;2015
0807304004;1031;2015
0807304005;760;2015
0807304006;1223;2015
0807304007;1122;2015
0807304008;1529;2015
0807304009;897;2015
0807304010;1130;2015
0807304011;1094;2015
0807304012;1386;2015
0807304013;1582;2015
0807304014;1149;2015
0807304015;1023;2015
0807304016;1250;2015
0807304017;1163;2015
0807304018;838;2015
0807304019;921;2015
0807305001;812;2015
0807305002;1004;2015
0807305003;1078;2015
0807305004;900;2015
0807305005;952;2015
0807305006;1012;2015
0807305007;1220;2015
0807305008;1190;2015
0807305009;904;2015
0807305010;1185;2015
0807306001;837;2015
0807306002;1183;2015
0807306003;646;2015
0807306004;673;2015
0807306005;869;2015
0807306006;647;2015
0807306007;942;2015
0807306008;744;2015
0807306009;1910;2015
0807306010;920;2015
0807306011;673;2015
0807306012;817;2015
0807306013;772;2015
0807306014;938;2015
0807306015;1036;2015
0807306016;705;2015
0807401001;972;2015
0807401002;1675;2015
0807401003;1676;2015
0807401004;2341;2015
0807401005;1869;2015
0807401006;1945;2015
0807401007;1186;2015
0807401008;1057;2015
0807401009;811;2015
0807401010;888;2015
0807501001;1506;2015
0807501002;2550;2015
0807501003;1159;2015
0807601001;2717;2015
0807601002;2073;2015
0807601003;1780;2015
0807601004;2521;2015
0807601005;914;2015
0807601006;1833;2015
0807602001;2446;2015
0807602002;1691;2015
0807602003;1876;2015
0807602004;1998;2015
0807602005;1852;2015
0807701001;2200;2015
0807701002;1241;2015
0807701003;1632;2015
0807701004;1273;2015
0807701005;1725;2015
0807702001;1394;2015
0807702002;1388;2015
0807702003;1716;2015
0807702004;1415;2015
0807702005;1606;2015
0807702006;1673;2015
0807703001;1511;2015
0807703002;2095;2015
0807704001;753;2015
0807705001;970;2015
0807706001;808;2015
0807707001;1202;2015
0807708001;1881;2015
0807708002;2122;2015
0807709001;1563;2015
0807709002;1796;2015
0807710001;1944;2015
0807710002;1378;2015
0807710003;2162;2015
0807710004;1490;2015
0807710005;1302;2015
0807710006;1664;2015
0807710007;1575;2015
0807710008;2147;2015
0807801001;252;2015
0807901001;398;2015
0808001001;43;2015
0808101001;477;2015
0808201001;1470;2015
0808301001;2285;2015
0808401001;1393;2015
0808501001;1348;2015
0808601001;2308;2015
0808601002;2408;2015
0808601003;3148;2015
0808601004;2893;2015
0808601005;2909;2015
0808601006;1861;2015
0808601007;1725;2015
0808602001;2194;2015
0808701001;197;2015
0808801001;2350;2015
0808801002;1930;2015
0808801003;2634;2015
0808802001;2816;2015
0808802002;2652;2015
0808802003;2498;2015
0808802004;860;2015
0808901001;1812;2015
0808901002;1571;2015
0808901003;1788;2015
0808901004;1731;2015
0808901005;1350;2015
0808901006;1108;2015
0808901007;2303;2015
0808901008;2995;2015
0808902001;2068;2015
0808902002;1098;2015
0808902003;1009;2015
0808902004;1768;2015
0808902005;1368;2015
0808902006;1717;2015
0808902007;949;2015
0808902008;1608;2015
0808902009;1741;2015
0808902010;914;2015
0808903001;1234;2015
0808903002;1115;2015
0808903003;2243;2015
0808903004;1598;2015
0808903005;2047;2015
0808903006;1187;2015
0808903007;1053;2015
0808903008;2972;2015
0808904001;2188;2015
0808904002;1870;2015
0809001001;168;2015
0809101001;2314;2015
0809101002;2384;2015
0809102001;2555;2015
0809201001;1683;2015
0809202001;466;2015
0809202002;1488;2015
0809202003;1288;2015
0809301001;27;2015
0809401001;2085;2015
0809501001;80;2015
0809601001;2097;2015
0809601003;1878;2015
0809601004;2491;2015
0809601005;1760;2015
0809601006;1257;2015
0809601009;2503;2015
0809601010;1695;2015
0809601011;1865;2015
0809602001;2078;2015
0809602002;1301;2015
0809602003;664;2015
0809602004;1913;2015
0809602005;1685;2015
0809602006;1807;2015
0809602007;1410;2015
0809603001;2156;2015
0809603002;2046;2015
0809603003;1462;2015
0809603004;2021;2015
0809603005;1743;2015
0809603006;1381;2015
0809603007;1009;2015
0809603008;1421;2015
0809603009;1127;2015
0809603010;1398;2015
0809604001;2220;2015
0809604002;2236;2015
0809604003;1118;2015
0809604004;1862;2015
0809604006;1120;2015
0809604007;2376;2015
0809604008;1326;2015
0809604009;1723;2015
0809604010;2316;2015
0809604011;1636;2015
0809701001;1414;2015
0809801001;1816;2015
0809801002;1310;2015
0809901001;930;2015
0810001001;2545;2015
0810101001;1860;2015
0810101002;1524;2015
0810101003;738;2015
0810101004;856;2015
0810101005;1132;2015
0810101006;1685;2015
0810101007;1601;2015
0810101008;1385;2015
0810101009;1126;2015
0810101010;1107;2015
0810101011;810;2015
0810101012;1503;2015
0810101013;1639;2015
0810101014;1431;2015
0810101015;1193;2015
0810101016;1355;2015
0810101017;1846;2015
0810101018;1625;2015
0810101019;1195;2015
0810101020;1636;2015
0810101021;823;2015
0810101022;833;2015
0810101023;1243;2015
0810101024;759;2015
0810101025;1584;2015
0810101026;984;2015
0810101027;770;2015
0810101028;990;2015
0810101029;1135;2015
0810101030;1022;2015
0810101031;1317;2015
0810101032;2102;2015
0810101033;804;2015
0810101034;1351;2015
0810101035;1390;2015
0810101036;1195;2015
0810101037;1399;2015
0810101038;775;2015
0810101039;856;2015
0810101040;909;2015
0810102001;1439;2015
0810102002;1644;2015
0810102004;1494;2015
0810102005;954;2015
0810102007;1734;2015
0810102008;1674;2015
0810102009;970;2015
0810102010;832;2015
0810102011;1276;2015
0810102012;1320;2015
0810102013;927;2015
0810102014;2111;2015
0810102016;1244;2015
0810102017;1366;2015
0810102020;1594;2015
0810102021;1923;2015
0810102023;1146;2015
0810102024;1170;2015
0810102026;1713;2015
0810102028;2139;2015
0810102029;1710;2015
0810102031;1222;2015
0810102032;995;2015
0810102033;921;2015
0810102034;954;2015
0810102036;1015;2015
0810102037;1359;2015
0810102038;905;2015
0810102039;1060;2015
0810102040;1615;2015
0810102042;1057;2015
0810102043;1552;2015
0810102045;1067;2015
0810102046;1100;2015
0810102047;1343;2015
0810102048;1206;2015
0810102049;1024;2015
0810103001;2682;2015
0810103002;1268;2015
0810103003;1554;2015
0810103004;2732;2015
0810103005;1581;2015
0810103006;1553;2015
0810103007;1335;2015
0810103008;2012;2015
0810103009;1123;2015
0810103010;911;2015
0810103011;1383;2015
0810103012;1730;2015
0810103013;1812;2015
0810103014;2245;2015
0810103015;1732;2015
0810103016;2097;2015
0810103017;1062;2015
0810103018;781;2015
0810103019;1656;2015
0810103020;1506;2015
0810103021;2178;2015
0810103022;1279;2015
0810103023;1775;2015
0810103024;1047;2015
0810103025;1770;2015
0810103026;975;2015
0810103027;1075;2015
0810104001;1170;2015
0810104002;878;2015
0810104003;1140;2015
0810104004;1356;2015
0810104005;1707;2015
0810104006;1333;2015
0810104007;999;2015
0810104009;1841;2015
0810104010;1573;2015
0810104011;902;2015
0810104012;1490;2015
0810104014;1741;2015
0810104016;1408;2015
0810104018;1323;2015
0810104019;1939;2015
0810104020;1951;2015
0810104021;1164;2015
0810104022;1122;2015
0810104023;957;2015
0810104025;1057;2015
0810104026;986;2015
0810104027;1655;2015
0810104030;992;2015
0810104031;1556;2015
0810104032;1216;2015
0810104033;1699;2015
0810104035;1023;2015
0810104036;1475;2015
0810104037;1579;2015
0810104040;951;2015
0810104041;2015;2015
0810105001;1015;2015
0810105002;1526;2015
0810105003;716;2015
0810105004;1023;2015
0810105005;1118;2015
0810105006;1732;2015
0810105007;820;2015
0810105008;1374;2015
0810105010;969;2015
0810105011;2145;2015
0810105013;1405;2015
0810105014;1344;2015
0810105017;1988;2015
0810105018;1046;2015
0810105020;833;2015
0810105021;957;2015
0810105023;1276;2015
0810105024;1196;2015
0810105025;947;2015
0810105026;1736;2015
0810105028;1192;2015
0810105029;1225;2015
0810105030;1616;2015
0810105031;902;2015
0810105032;1381;2015
0810105033;1879;2015
0810105034;888;2015
0810105035;926;2015
0810105037;1205;2015
0810105038;1278;2015
0810106001;1976;2015
0810106002;1247;2015
0810106005;1614;2015
0810106006;1023;2015
0810106007;995;2015
0810106008;1230;2015
0810106009;802;2015
0810106010;1121;2015
0810106011;1751;2015
0810106012;1001;2015
0810106013;1142;2015
0810106014;925;2015
0810106015;787;2015
0810106016;2140;2015
0810106017;903;2015
0810106018;1155;2015
0810106019;1206;2015
0810106021;1405;2015
0810106022;784;2015
0810106023;1296;2015
0810106024;983;2015
0810106025;1193;2015
0810106026;875;2015
0810106027;921;2015
0810106030;785;2015
0810106031;1007;2015
0810106032;931;2015
0810201001;1875;2015
0810202001;739;2015
0810202002;1284;2015
0810202003;1686;2015
0810203001;1323;2015
0810203002;1998;2015
0810203003;1240;2015
0810203004;1959;2015
0810203005;1034;2015
0810203006;1946;2015
0810203007;2266;2015
0810203008;1421;2015
0810203009;1659;2015
0810203010;1600;2015
0810204001;1012;2015
0810204002;1058;2015
0810204003;1103;2015
0810204004;1139;2015
0810204005;1641;2015
0810205001;1552;2015
0810205002;1637;2015
0810205003;1945;2015
0810205004;1469;2015
0810205005;750;2015
0810205006;896;2015
0810205007;2519;2015
0810301001;838;2015
0810401001;883;2015
0810501001;1594;2015
0810501002;1681;2015
0810501003;1501;2015
0810501004;1426;2015
0810501005;1561;2015
0810501006;1276;2015
0810501007;1385;2015
0810501008;1167;2015
0810501009;1661;2015
0810601001;1523;2015
0810601002;1939;2015
0810602001;2020;2015
0810602002;1273;2015
0810602003;1521;2015
0810602004;1294;2015
0810701001;1982;2015
0810701002;1416;2015
0810701003;1298;2015
0810701004;1795;2015
0810701005;1548;2015
0810701006;1088;2015
0810701007;1525;2015
0810701008;1413;2015
0810701009;1273;2015
0810701010;1404;2015
0810801001;1838;2015
0810801002;1805;2015
0810801003;1596;2015
0810801004;1144;2015
0810901001;280;2015
0811001001;1604;2015
0811001002;2553;2015
0811001003;2247;2015
0811001004;2004;2015
0811001005;1675;2015
0811001006;2354;2015
0811002001;1727;2015
0811002002;2217;2015
0811002003;1990;2015
0811101001;262;2015
0811201001;1987;2015
0811201002;992;2015
0811202001;1606;2015
0811202002;1859;2015
0811202003;1204;2015
0811202004;1697;2015
0811203001;1656;2015
0811203002;2122;2015
0811203003;2257;2015
0811203004;1958;2015
0811204001;960;2015
0811204002;1930;2015
0811301001;1016;2015
0811301002;1024;2015
0811302001;882;2015
0811302002;1976;2015
0811302003;1990;2015
0811302004;2050;2015
0811302005;2298;2015
0811302006;808;2015
0811302007;1433;2015
0811302008;1061;2015
0811302009;1853;2015
0811302010;1756;2015
0811302011;1792;2015
0811302012;1397;2015
0811302013;1504;2015
0811302014;1070;2015
0811303001;1196;2015
0811303002;940;2015
0811303004;1436;2015
0811303005;2265;2015
0811303006;1075;2015
0811304001;1980;2015
0811304003;958;2015
0811304004;1889;2015
0811304005;1562;2015
0811304006;1788;2015
0811304007;2181;2015
0811304008;1486;2015
0811304009;1524;2015
0811304011;943;2015
0811304012;620;2015
0811304013;1593;2015
0811304014;1755;2015
0811304015;2455;2015
0811305001;1107;2015
0811305002;1560;2015
0811305003;1502;2015
0811305004;930;2015
0811305005;2230;2015
0811305006;1766;2015
0811305007;480;2015
0811305008;1102;2015
0811305010;1406;2015
0811305011;1712;2015
0811305012;963;2015
0811305013;970;2015
0811305014;1852;2015
0811305015;1127;2015
0811305017;1615;2015
0811305018;900;2015
0811306001;917;2015
0811306002;960;2015
0811401001;1700;2015
0811401002;1098;2015
0811401003;1499;2015
0811402003;3045;2015
0811403002;1683;2015
0811403004;1812;2015
0811403005;2079;2015
0811403006;2216;2015
0811403007;1438;2015
0811403008;2239;2015
0811403010;682;2015
0811404001;2379;2015
0811404002;2068;2015
0811404003;1665;2015
0811404004;2091;2015
0811501001;1741;2015
0811501002;1547;2015
0811501003;1468;2015
0811601001;715;2015
0811701001;2285;2015
0811702001;880;2015
0811801001;1890;2015
0811801002;2084;2015
0811801003;1233;2015
0811801004;1805;2015
0811801005;1875;2015
0811801006;1837;2015
0811801007;1488;2015
0811801008;1371;2015
0811801009;875;2015
0811801010;1783;2015
0811802001;1746;2015
0811802002;1217;2015
0811802003;1542;2015
0811802004;2177;2015
0811901001;5033;2015
0811901002;3302;2015
0812001001;2354;2015
0812001002;2389;2015
0812001003;2330;2015
0812001004;1827;2015
0812101001;1616;2015
0812101002;1606;2015
0812101003;1327;2015
0812101004;1388;2015
0812101005;1563;2015
0812101006;1581;2015
0812101007;1795;2015
0812101009;1252;2015
0812102001;2318;2015
0812102002;1098;2015
0812102003;1302;2015
0812102004;3527;2015
0812102005;2128;2015
0812102007;1668;2015
0812102008;1479;2015
0812102009;1557;2015
0812102010;1517;2015
0812102011;1703;2015
0812102012;1275;2015
0812103001;1664;2015
0812103002;1924;2015
0812103003;1560;2015
0812103004;2411;2015
0812103005;1816;2015
0812103006;1539;2015
0812103007;1363;2015
0812103008;1113;2015
0812103009;2168;2015
0812103010;711;2015
0812103011;1673;2015
0812103012;1670;2015
0812103013;2922;2015
0812103014;1186;2015
0812104001;1127;2015
0812104002;1353;2015
0812104003;936;2015
0812104004;2926;2015
0812104005;2678;2015
0812104006;1734;2015
0812104007;1283;2015
0812104008;1497;2015
0812104009;2201;2015
0812105001;2994;2015
0812105002;2050;2015
0812105003;1811;2015
0812105004;1301;2015
0812105005;970;2015
0812105006;1515;2015
0812105007;1688;2015
0812105008;1525;2015
0812105009;1180;2015
0812105010;2313;2015
0812105011;1909;2015
0812105012;1435;2015
0812105013;2116;2015
0812105015;1151;2015
0812105016;1381;2015
0812105017;1304;2015
0812105019;1005;2015
0812105020;1863;2015
0812105021;890;2015
0812106001;2363;2015
0812106002;831;2015
0812106003;1945;2015
0812106004;1501;2015
0812106005;1813;2015
0812106006;1785;2015
0812106007;1577;2015
0812106008;1797;2015
0812106009;1278;2015
0812106010;2485;2015
0812106011;1379;2015
0812106012;1754;2015
0812106013;947;2015
0812106014;1856;2015
0812201001;2273;2015
0812301001;1148;2015
0812301002;1914;2015
0812301003;1682;2015
0812302001;3056;2015
0812302002;1594;2015
0812302003;1964;2015
0812302004;1784;2015
0812303001;3551;2015
0812303002;3446;2015
0812303003;1768;2015
0812303004;2211;2015
0812304001;1037;2015
0812401001;853;2015
0812401002;1734;2015
0812401003;1948;2015
0812401004;2043;2015
0812401005;1768;2015
0812401006;2164;2015
0812401007;1668;2015
0812402001;2011;2015
0812402002;1681;2015
0812402003;2217;2015
0812402004;1586;2015
0812402005;1426;2015
0812402006;1329;2015
0812402007;2136;2015
0812402008;1523;2015
0812402009;1122;2015
0812403001;2232;2015
0812403002;1860;2015
0812403003;1201;2015
0812403004;1792;2015
0812403005;1984;2015
0812403006;1709;2015
0812403007;2073;2015
0812403008;880;2015
0812403009;1054;2015
0812403010;1389;2015
0812403011;1880;2015
